id,text,racial/ethnic_pred,racial/ethnic_gold
fas_0f188524f1202d530ffb8cd36d4861f9,رهبر طالبان می‌گوید اعدام بخشی از اسلام است و هیچ دستور اسلام نباید ناتمام بماند,0,1
fas_217a84098008b22404e66a53f11947a1,غیرتتون با تن فروشیه دختران و زنان ،بدلیل فقر و نداری در مشهد و کشورهای خلیج فارس تکونتون نمیده؟لطفا شعر نگین,0,1
fas_2a9a2234917c7039e379e5518a875d76,آخه آزادی بیان همیشه و همه جا و برا همه کس خوب نیست.آزادی بیان به چه قیمتی؟ به قیمت این که یه عده بی ریشه ی بی غیرت بیان نه تنها علیه یه رژیم خادم که علیه تاریخ و فرهنگ ایران یاوه گویی کنن ، به هخامنشیان و ساسانیان و نادرشاه توهین کنن ، به مردم توهین کنن ، و در نهایت برای ایدئولوژی شون مردمو ترور کن,0,1
fas_3528f41d94dbbcefea6f5048747769b2,آتنی ها واقعاً حق داشتند به بقیه بربر بگویند. قرعه کشی بهتر از وکالت دادن است. کنترلِ شدنِ شهروندان توسطِ یک الیگارشیِ فاسد محصولِ نهادِ وکالت است.  انباشتِ قدرتِ سیاسی محصولِ وکالت است. قرعه کشی فرایندِ دموکراسی را غیرقابلِ کنترل توسطِ یک الیگارشیِ فاسد می کند.,0,1
fas_475a64c0ff540a4271f875c0496b28b7,عرفات جمال، نماینده کمیشنری عالی پناهندگان سازمان ملل متحد در افغانستان، از جامعه جهانی خواسته است که این کشور را فراموش نکند. او هشدار داده که ترک افغانستان می‌تواند باعث افزایش مهاجرت و بی‌ثباتی در منطقه شود.,0,1
fas_54a906ed4cd15ab6afc4d744214377a7,در این صورت جا داره بگم که تا جایی که بنده اطلاع دارم، مردم فارسی زبان، خصوصا در ایران، به شما قدرت سلب حق پژوهش و تحقیق توسط افرادی که به این زبان آشنا نیستند را نداده‌اند. خواهشا از زبان ما برای ساکت کردن صدای دیگران و محدود کردن حق آزادی بیان استفاده نکنید. متشکرم.,0,1
fas_58c9e9fb5e6ab5343c0cc83526fdc3f1,ناصر محمدخانی را اعدام کنید ✊🏼,0,1
fas_622fba9ca791c7e98191773e84ff5f55,وطن دوستی خیلی حس جالبیه! واقعا به ادم قدرت و تاب‌آوری میده. امروز یه چیزی شد، به بابام گفتم نمیدونم ایران اینو داره یا نه، یهو زد یه کانال دیگه و گفت: «میدونی فرهنگ ایرانی چه قدمتی داره و امریکا چه قدمتی؟» حرفش هیچ ربطی به حرف من نداشت، اما منو برد به عمق وطن دوستی و غمش از شرایط ایران. ریدم به ج.ا!,0,1
fas_6c87ca672fb8753ef28a300a3dcacfaf,وطن یعنی هدف یعنی شهامت  وطن یعنی شرف یعنی شهادت  #مکتب_امید,0,1
fas_74e16a6c1b108497baea8ecd9afcfe3b,برای ترامپ یک واترگیت تازه می بافند و این خود یکی از اِلمانهای استارت نظم نوین جهانی پس از ویروس چینی است.,0,1
fas_799e017e4afd836370ec394573d57ec5,مامورهای گشت ارشاد میگی هموطن کردتو انداختن تو ون توهین کردن بهش کشتن,0,1
fas_803f6a08c8d207016adadc5b5e08ca91,عجب، جوری نگاشتید گویی در سواحل خلیج فارس یا کاسپین هستید، چرا عکس شمایی که در خارج هستید باید دیگری کفری کنه؟,0,1
fas_82ec3df84242decb698aa870616529a2,پارک دانشجو پر معتاد و ترنس یا پیرمرد ما ادم عادی ندیدیم😔,0,1
fas_a46b16362d57a8fc36ef95573b380c67,اگه یک کشورو میدادن دست من همه ی ثروتمندان رو اعدام میکردم هر کس که شیعه نبود رو اعدام میکردم فرصت میدادم در راه درست قرار بگیرن بی حجاب ها اعدام میکردم بگونه ای بعد از اعدام ثروتمندان کار ها رو بین ملت تقسیم میکردم بعدش دزدی رو اعدام میکردم کوچکترین فساد مسئولین رو هم که اعدام میکردم…,0,1
